index,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,User_Count,Rating
351,Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,2.32,0.96,0.0,0.34,3.62,7.6,71.0,T
352,FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,7.6,203.0,E
353,Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,8.7,142.0,T
355,The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,7.7,32.0,T
356,Luigi's Mansion,GC,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,8.5,161.0,E
357,Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,6.9,1580.0,M
358,Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,9,268.0,T
359,Just Dance 2014,Wii,2013.0,Misc,Ubisoft,1.88,1.39,0.0,0.31,3.59,6.2,10.0,E10+
360,Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,8,9.0,E
364,The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,6.8,88.0,M
366,James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,7.9,48.0,T
371,Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,7.9,1309.0,M
376,Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,8.3,693.0,M
377,FIFA Soccer 2004,PS2,,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,6.4,76.0,E
381,Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,8.6,869.0,M
383,Guitar Hero: On Tour,DS,2008.0,Misc,Activision,2.1,1.01,0.01,0.35,3.46,8.8,29.0,E10+
384,Clubhouse Games,DS,2006.0,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,8.4,28.0,E
386,Borderlands,X360,2009.0,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,8.2,715.0,M
387,Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,8.3,126.0,T
389,Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,8,67.0,T
390,Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,8.2,3943.0,M
391,Spider-Man 2,PS2,2004.0,Action,Activision,1.75,1.2,0.02,0.43,3.41,8.9,106.0,T
393,FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,6.7,35.0,E
394,LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,8.4,657.0,E
395,Crash Bash,PS,2000.0,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,8.2,99.0,E
396,Assassin's Creed Syndicate,PS4,2015.0,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,6.8,1319.0,M
397,LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32,3.38,7.9,75.0,E10+
401,Far Cry 3,PS3,2012.0,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,8.5,1041.0,M
404,James Bond 007: Nightfire,PS2,2002.0,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,8.5,66.0,T
407,Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,7.2,82.0,T
408,The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,7.8,228.0,E10+
409,Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,8.5,86.0,M
411,The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,8.7,105.0,T
413,Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,2.61,0.33,0.0,0.34,3.28,7.5,563.0,M
414,True Crime: Streets of LA,PS2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27,8,94.0,M
415,Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26,9.2,111.0,E10+
418,Wii Music,Wii,2008.0,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25,4.6,116.0,E
420,Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,2.34,0.3,0.0,0.6,3.24,5.9,180.0,E
421,Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,7.7,758.0,E
422,Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,1.91,1.0,0.03,0.29,3.23,7.2,1267.0,M
424,Super Mario Maker,WiiU,2015.0,Platform,Nintendo,1.18,0.89,0.94,0.2,3.21,8.7,691.0,E
429,God of War: Chains of Olympus,PSP,2008.0,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,8.6,565.0,M
430,Enter the Matrix,PS2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18,8.1,137.0,T
431,Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,8,463.0,T
432,Dance Central,X360,2010.0,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,7.6,85.0,T
433,L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,7.7,1010.0,M
434,Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,9.1,95.0,E
435,Animal Crossing,GC,2001.0,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,8.9,137.0,E
436,FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,6.5,36.0,E
437,Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,Disney Interactive Studios,1.87,0.97,0.0,0.3,3.14,8,37.0,E
438,Spider-Man,PS,2000.0,Action,Activision,1.7,1.25,0.02,0.16,3.13,9,107.0,E
439,Mario Party 9,Wii,2012.0,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13,6.8,155.0,E
442,Sonic Rush,DS,2005.0,Platform,Sega,1.21,1.56,0.06,0.29,3.12,8.5,101.0,E
444,Rhythm Heaven,DS,2008.0,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11,9,63.0,E
446,Personal Trainer: Cooking,DS,2006.0,Misc,Nintendo,0.9,1.0,1.03,0.17,3.11,7.8,10.0,E
448,The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,1.4,1.01,0.46,0.23,3.1,8.9,1057.0,E
449,Resident Evil 6,PS3,2012.0,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,5.4,1304.0,M
450,Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,8.9,3143.0,M
451,Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,7.9,71.0,T
452,Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,7.9,46.0,E
455,The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,7.8,22.0,T
457,Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,0.51,1.02,1.4,0.12,3.05,6.9,106.0,E
458,The Sims 4,PC,2014.0,Simulation,Electronic Arts,1.0,1.82,0.0,0.23,3.05,3.9,2057.0,T
459,Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,8.2,892.0,M
461,Kung Fu Panda,X360,2008.0,Action,Activision,1.91,0.84,0.0,0.29,3.04,7.4,32.0,E10+
462,Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,5.8,3725.0,M
463,Heavy Rain,PS3,2010.0,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,7.7,2759.0,M
465,Saints Row 2,X360,2008.0,Action,THQ,1.94,0.79,0.02,0.28,3.03,8.1,307.0,M
466,Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,8.5,121.0,T
470,Killzone 2,PS3,2009.0,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,8.1,1505.0,M
472,Epic Mickey,Wii,2010.0,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22,3.0,7,131.0,E
473,NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19,3.0,7.2,131.0,E
474,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,9.2,173.0,T
477,The Sims: Livin Large,PC,2000.0,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99,6.6,20.0,T
478,World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,9.1,65.0,E
479,Devil May Cry,PS2,2001.0,Action,Capcom,1.36,0.86,0.64,0.13,2.99,8.5,466.0,M
480,Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.96,5.9,2748.0,T
481,Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,8.1,1886.0,M
482,Sonic Heroes,PS2,2003.0,Platform,Sega,1.04,1.37,0.06,0.49,2.96,7.8,94.0,E
483,Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,7.8,78.0,M
484,Titanfall,XOne,2014.0,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,6.4,2658.0,M
487,SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,9,93.0,M
489,Pac-Man Collection,GBA,2001.0,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,7.8,4.0,E
491,inFAMOUS,PS3,2009.0,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93,8.3,1172.0,T
492,Kirby Super Star Ultra,DS,2008.0,Platform,Nintendo,1.55,0.04,1.19,0.15,2.92,8.8,76.0,E
496,Mass Effect,X360,2007.0,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,8.7,1692.0,M
497,Sonic Mega Collection Plus,PS2,2004.0,Misc,Sega,1.54,1.14,0.0,0.22,2.9,8.6,30.0,E
498,World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,9,45.0,E
499,Sega Superstars Tennis,X360,2008.0,Sports,Sega,1.75,0.86,0.0,0.28,2.89,6.8,18.0,E10+
500,Hot Shots Golf 3,PS2,2001.0,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,8.9,16.0,E
501,Cooking Mama: Cook Off,Wii,2007.0,Simulation,505 Games,1.41,1.12,0.05,0.3,2.89,5.3,23.0,E
502,Call of Duty: Finest Hour,PS2,2004.0,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,7.7,69.0,T
503,WarioWare: Smooth Moves,Wii,2006.0,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.89,7.4,179.0,E10+
505,Imagine: Babyz,DS,2007.0,Simulation,Ubisoft,1.3,1.26,0.0,0.31,2.87,7.7,15.0,E
507,Madden NFL 13,X360,2012.0,Sports,Electronic Arts,2.53,0.15,0.0,0.17,2.86,5.8,179.0,E
508,The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,8.7,111.0,T
513,Mortal Kombat,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34,2.84,8.4,494.0,M
514,Madden NFL 10,X360,2009.0,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,6.1,90.0,E
516,BioShock,X360,2007.0,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,8.9,2249.0,M
517,Metroid Prime,GC,2002.0,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,9.3,747.0,T
519,Finding Nemo,GBA,2003.0,Action,THQ,1.59,1.05,0.04,0.14,2.82,7,8.0,E
522,Medal of Honor,PS3,2010.0,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81,7.5,286.0,M
524,Imagine: Fashion Designer,DS,2007.0,Simulation,Ubisoft,1.32,1.19,0.0,0.3,2.8,7.6,7.0,E
529,inFAMOUS: Second Son,PS4,2014.0,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,7.9,2944.0,T
533,NBA Street,PS2,2001.0,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,8.6,39.0,E
534,Jak II,PS2,2003.0,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,8.2,241.0,T
536,Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78,7.2,301.0,E10+
537,Skylanders: Spyro's Adventure,Wii,2011.0,Action,Activision,1.35,1.13,0.0,0.3,2.78,5.6,31.0,E10+
539,Mortal Kombat X,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.5,0.8,0.0,0.48,2.78,7.7,836.0,M
540,The Sims,PS2,2003.0,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77,7.7,46.0,T
541,Killzone 3,PS3,2011.0,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38,2.77,7.9,942.0,M
542,Star Wars: The Force Unleashed,X360,2008.0,Action,LucasArts,1.74,0.77,0.0,0.26,2.77,6.7,389.0,T
544,Yoshi's Island DS,DS,2006.0,Platform,Nintendo,1.45,0.07,1.1,0.15,2.76,7.4,67.0,E
545,Saints Row: The Third,X360,2011.0,Action,THQ,1.25,1.14,0.07,0.3,2.76,7.6,490.0,M
548,Tekken 6,PS3,2009.0,Fighting,Namco Bandai Games,1.2,0.97,0.17,0.42,2.75,7.4,211.0,T
551,Sonic and the Secret Rings,Wii,2007.0,Platform,Sega,1.21,1.19,0.04,0.29,2.73,6.6,174.0,E
553,The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,9.1,314.0,E
554,Onimusha: Warlords,PS2,2001.0,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,8.2,56.0,M
557,Call of Duty 3,X360,2006.0,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,6.5,233.0,T
558,Madden NFL 12,X360,2011.0,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69,5.9,94.0,E
559,LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,9,41.0,E10+
560,Killzone: Shadow Fall,PS4,2013.0,Shooter,Sony Computer Entertainment,0.89,1.33,0.08,0.39,2.69,6.8,2102.0,M
561,Madden NFL 11,X360,2010.0,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69,5.7,120.0,E
562,Burnout 3: Takedown,PS2,2004.0,Racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68,9.1,271.0,T
565,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,Nintendo,1.63,0.51,0.35,0.18,2.67,7.7,18.0,E
566,Professor Layton and the Last Specter,DS,2009.0,Puzzle,Nintendo,0.28,1.39,0.68,0.32,2.67,8.7,52.0,E10+
567,Call Of Duty 2: Big Red One,PS2,2005.0,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,8.2,69.0,T
569,Fable,XB,2004.0,Role-Playing,Microsoft Game Studios,1.99,0.58,0.0,0.09,2.66,8.5,268.0,M
572,Hannah Montana,DS,2006.0,Action,Disney Interactive Studios,1.59,0.8,0.0,0.26,2.65,6.7,10.0,E
575,Need for Speed: Shift,PS3,2009.0,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,6.9,113.0,E
577,Medal of Honor Heroes,PSP,2006.0,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65,7.9,47.0,T
578,Final Fantasy XIII-2,PS3,2011.0,Role-Playing,Square Enix,0.78,0.73,0.89,0.23,2.63,6.6,707.0,T
579,Midnight Club: Street Racing,PS2,2000.0,Racing,Take-Two Interactive,2.0,0.47,0.02,0.14,2.63,7.8,21.0,T
580,Skate 3,X360,2010.0,Sports,Electronic Arts,1.47,0.93,0.0,0.24,2.63,8,127.0,T
581,ESPN NFL 2K5,PS2,2004.0,Sports,Sega,2.15,0.12,0.0,0.36,2.62,8.2,84.0,E
582,Halo Wars,X360,2009.0,Strategy,Microsoft Game Studios,1.54,0.8,0.04,0.24,2.62,7.2,454.0,T
583,NBA 2K12,X360,2011.0,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,7.7,134.0,E
587,Harry Potter and the Chamber of Secrets,PS2,2002.0,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61,7.6,49.0,E
589,God of War Collection,PS3,2009.0,Action,Sony Computer Entertainment,1.7,0.44,0.06,0.4,2.6,8.7,529.0,M
590,NBA Live 2005,PS2,2004.0,Sports,Electronic Arts,2.03,0.21,0.0,0.35,2.59,8.1,44.0,E
591,Mario Strikers Charged,Wii,2007.0,Sports,Nintendo,1.05,1.05,0.24,0.24,2.58,8,124.0,E10+
592,FIFA Soccer 09,PS3,2008.0,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.58,7.5,108.0,E
593,Style Savvy,DS,2008.0,Simulation,Nintendo,0.62,0.82,0.96,0.18,2.58,7.7,7.0,E
594,WWE SmackDown vs. RAW 2007,PS2,2006.0,Fighting,THQ,1.4,0.88,0.03,0.26,2.58,8.6,57.0,T
597,Madden NFL 08,PS2,2007.0,Sports,Electronic Arts,2.14,0.08,0.0,0.35,2.57,7.8,17.0,E
598,Monster Hunter Freedom 2,PSP,2007.0,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.57,8.7,83.0,T
601,Sonic Adventure 2 Battle,GC,2001.0,Platform,Sega,1.7,0.59,0.21,0.07,2.56,8.3,179.0,E
605,Dragon Age: Origins,X360,2009.0,Role-Playing,Electronic Arts,1.76,0.55,0.03,0.22,2.56,7.9,725.0,M
606,Pokémon Colosseum,GC,2003.0,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54,8,89.0,E
608,Madden NFL 09,X360,2008.0,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.53,7,125.0,E
610,Crazy Taxi,PS2,2001.0,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,7.9,46.0,T
611,Art Academy,DS,2010.0,Misc,Nintendo,0.26,1.65,0.33,0.28,2.52,8,5.0,E
612,NBA 2K14,X360,2013.0,Sports,Take-Two Interactive,2.1,0.19,0.0,0.23,2.52,4.9,150.0,E
614,Skylanders Giants,Wii,2012.0,Action,Activision,1.48,0.83,0.0,0.21,2.52,7,20.0,E10+
616,Deca Sports,Wii,2008.0,Sports,Konami Digital Entertainment,1.11,0.85,0.29,0.25,2.5,5.4,16.0,E
619,Marvel: Ultimate Alliance,X360,2006.0,Role-Playing,Activision,2.29,0.02,0.0,0.19,2.5,7.5,120.0,T
621,Mortal Kombat: Deadly Alliance,PS2,2002.0,Fighting,Midway Games,1.81,0.52,0.0,0.15,2.49,8.8,96.0,M
622,Game Party,Wii,2007.0,Misc,Midway Games,1.47,0.77,0.0,0.24,2.48,4.3,26.0,E
623,Bloodborne,PS4,2015.0,Action,Sony Computer Entertainment,1.03,0.81,0.26,0.38,2.48,8.6,6383.0,M
625,Mario Party 4,GC,2002.0,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47,7.4,74.0,E
626,Pure,X360,2008.0,Racing,Disney Interactive Studios,1.38,0.84,0.0,0.25,2.47,7.7,83.0,E
627,Rock Band,X360,,Misc,Electronic Arts,1.93,0.33,0.0,0.21,2.47,8.2,178.0,T
630,Resistance 2,PS3,2008.0,Shooter,Sony Computer Entertainment,1.15,0.84,0.1,0.38,2.46,6.1,1889.0,M
631,NBA 2K15,PS4,2014.0,Sports,Take-Two Interactive,1.47,0.54,0.01,0.43,2.45,7,291.0,E
633,Final Fantasy Tactics,PS,1997.0,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45,8.2,190.0,T
634,Midnight Club: Los Angeles,PS3,2008.0,Racing,Take-Two Interactive,1.56,0.53,0.05,0.31,2.45,8.2,100.0,T
636,The Sims: Bustin' Out,PS2,2003.0,Simulation,Electronic Arts,1.07,1.19,0.0,0.18,2.43,8.4,42.0,T
638,LEGO Harry Potter: Years 1-4,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,1.28,0.93,0.0,0.22,2.43,8,34.0,E10+
644,Tom Clancy's Rainbow Six: Vegas 2,X360,2008.0,Shooter,Ubisoft,1.56,0.6,0.02,0.23,2.42,7.8,176.0,M
647,Need for Speed Carbon: Own the City,PSP,2006.0,Racing,Electronic Arts,0.87,0.97,0.0,0.58,2.42,7.9,39.0,E10+
648,Dragon Ball Z: Budokai 2,PS2,2003.0,Fighting,Atari,1.63,0.22,0.51,0.06,2.41,8.2,92.0,T
649,pro evolution soccer 2011,PS3,2010.0,Sports,Konami Digital Entertainment,0.29,1.17,0.54,0.41,2.41,6.8,85.0,E
650,ATV Offroad Fury,PS2,2001.0,Racing,Sony Computer Entertainment,2.07,0.26,0.0,0.08,2.41,8.4,53.0,E
652,Need for Speed: ProStreet,PS2,2007.0,Racing,Electronic Arts,0.69,0.0,0.04,1.68,2.41,6.2,34.0,E10+
653,Halo: Combat Evolved Anniversary,X360,2011.0,Shooter,Microsoft Game Studios,1.44,0.7,0.04,0.22,2.4,8.1,487.0,M
656,Theme Hospital,PC,1997.0,Strategy,Electronic Arts,2.3,0.1,0.0,0.0,2.4,9,90.0,K-A
660,Guitar Hero,PS2,2005.0,Misc,RedOctane,1.67,0.61,0.03,0.07,2.38,8.7,173.0,T
664,Dead Island,X360,2011.0,Action,Deep Silver,1.48,0.69,0.0,0.2,2.37,6.9,627.0,M
665,Half-Life 2,PC,2004.0,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37,9.1,8665.0,M
666,The Incredibles,PS2,2004.0,Action,THQ,0.96,1.08,0.04,0.3,2.37,7.6,22.0,T
668,Tony Hawk's Underground 2,PS2,2004.0,Sports,Activision,1.25,0.86,0.01,0.26,2.37,8.8,55.0,T
669,Zumba Fitness,X360,2010.0,Sports,505 Games,1.74,0.45,0.0,0.18,2.37,5.5,16.0,E
675,Kinect: Disneyland Adventures,X360,2011.0,Misc,Microsoft Game Studios,1.73,0.43,0.02,0.17,2.35,2.9,67.0,E10+
676,WWE SmackDown vs Raw 2008,PS2,2007.0,Fighting,THQ,0.92,0.0,0.01,1.41,2.34,7.2,31.0,T
677,The Legend of Zelda: Majora's Mask 3D,3DS,2015.0,Action,Nintendo,1.15,0.55,0.47,0.17,2.34,9,478.0,E10+
679,Resident Evil - Code: Veronica X,PS2,2001.0,Action,Capcom,1.08,0.7,0.34,0.21,2.34,8.4,189.0,M
681,Kinect Sports: Season Two,X360,2011.0,Sports,Microsoft Game Studios,1.38,0.72,0.02,0.22,2.34,6.5,39.0,E
682,My Fitness Coach,Wii,2008.0,Sports,Ubisoft,1.18,0.9,0.0,0.24,2.32,8.6,16.0,E
685,James Bond 007: Everything or Nothing,PS2,2004.0,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31,9.1,51.0,T
686,Need For Speed: High Stakes,PS,1999.0,Racing,Electronic Arts,1.58,0.64,0.0,0.09,2.31,8.5,28.0,E
688,Guild Wars 2,PC,2012.0,Action,NCSoft,0.96,1.07,0.0,0.27,2.31,7.9,2954.0,T
690,Paper Mario: Sticker Star,3DS,2012.0,Role-Playing,Nintendo,1.12,0.41,0.64,0.14,2.3,5.6,382.0,E
692,Batman: Arkham Origins,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,1.07,0.8,0.04,0.38,2.29,7.7,668.0,T
693,Tomb Raider II,PC,1997.0,Action,Eidos Interactive,0.91,1.25,0.0,0.13,2.29,8.3,37.0,
697,Pro Evolution Soccer 2010,PS3,2009.0,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28,6.7,76.0,E
702,Pokemon Ranger: Shadows of Almia,DS,2008.0,Role-Playing,Nintendo,0.94,0.53,0.62,0.18,2.28,8.2,27.0,E
705,Kirby: Nightmare in Dream Land,GBA,2002.0,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27,8.9,54.0,E
706,Wario Land 4,GBA,2001.0,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26,8.9,42.0,E
707,Sonic's Ultimate Genesis Collection,PS3,2009.0,Misc,Sega,1.34,0.6,0.0,0.31,2.26,8.6,43.0,E10+
708,Far Cry: Primal,PS4,2016.0,Action,Ubisoft,0.6,1.25,0.06,0.35,2.26,6.3,635.0,M
710,Onimusha 2: Samurai's Destiny,PS2,2002.0,Adventure,Capcom,0.62,0.44,1.06,0.13,2.25,9,52.0,M
712,Paper Mario: The Thousand-Year Door,GC,2004.0,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25,9.4,306.0,E
714,God of War: Ascension,PS3,2013.0,Action,Sony Computer Entertainment,1.23,0.63,0.04,0.35,2.25,7.5,914.0,M
716,Sonic Advance,GBA,2001.0,Platform,Sega,1.19,0.71,0.22,0.13,2.24,8.1,48.0,E
717,Super Monkey Ball: Banana Blitz,Wii,2006.0,Misc,Sega,1.05,0.91,0.04,0.24,2.24,5.7,72.0,E
720,New Super Luigi U,WiiU,2013.0,Platform,Nintendo,1.25,0.62,0.18,0.18,2.24,7.9,288.0,E
722,Spyro: Season of Ice,GBA,2001.0,Platform,Vivendi Games,1.29,0.83,0.0,0.11,2.23,8,13.0,E
723,Dissidia: Final Fantasy,PSP,2008.0,Fighting,Square Enix,0.51,0.5,0.91,0.31,2.23,8,139.0,T
724,Madden NFL 25,X360,2013.0,Sports,Electronic Arts,1.98,0.06,0.0,0.19,2.23,5.6,136.0,E
728,Prince of Persia: The Sands of Time,PS2,2003.0,Action,Ubisoft,0.88,1.03,0.0,0.31,2.22,8.8,204.0,T
729,Monster Hunter Tri,Wii,2009.0,Role-Playing,Nintendo,0.65,0.4,1.05,0.11,2.22,8.6,219.0,T
730,LEGO Marvel Super Heroes,X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.24,0.79,0.0,0.19,2.22,7.6,127.0,E10+
733,Tom Clancy's Rainbow Six: Siege,PS4,2015.0,Shooter,Ubisoft,0.55,1.19,0.14,0.33,2.21,7.3,480.0,M
738,Forza Motorsport 5,XOne,2013.0,Racing,Microsoft Game Studios,1.21,0.79,0.01,0.19,2.2,5.9,1095.0,E
739,Rock Band 2,X360,2008.0,Misc,Electronic Arts,1.78,0.24,0.0,0.18,2.2,8.3,156.0,T
